#CaseId,Lat,Lon,AreaName,Number,Street1,Xstreet,City,County,State,Postal,Country,Airport,FreeForm,LimitedFreeForm
30,,,,1900,Celebration Blvd,,Kissimmee,,FL,,USA,,,
31,,,,1617,Main St,,,,,,USA,,,
32,,,,2160,North Edward,,,,,,USA,,,
33,,,,2107,9th Ave West,,,,,,USA,,,
34,,,,431,Highbanks Valley Dr,,,,,,USA,,,
35,,,,1704,Walnut Hill dr,,,,,,USA,,,
36,,,,10,Williamine Drive,,,,,,USA,,,
37,,-87.624168,,104,N Dunning St,,,,,,USA,,,
38,41.876607,-117.3998,,435,Michigan,,Chicago,,,,USA,,,
39,47.676257,-89.626095,,2034,N Dakota,,Spokane,,,,USA,,,
40,40.719236,-87.624093,,2034,West Virginia,,Peoria,,,,USA,,,
41,41.890209,-117.3998,,435,N Michigan,,Chicago,,,,USA,,,
42,47.676257,-89.582604,,2034,Dakota,,Spokane,,,,USA,,,
43,40.718405,-89.60681,,905,Virginia,,Peoria,,,,USA,,,
44,40.718663,-104.992749,,905,Virginia,,Peoria,,,,USA,,,
45,39.744727,-80.133093,,1550,California,,Denver,,,,USA,,,
46,25.779134,-121.700491,,863,Washington,,Miami Beach,,,,USA,,,
47,39.364844,-81.739571,,691,Indiana,,Gridley,,,,USA,,,
48,38.357329,-95.235924,,1206,W Virginia Ave,,Dunbar,,,,USA,,,
49,38.96678,-121.025476,,939,Massachusetts,,Lawrence,,,,USA,,,
50,37.646,-120.766162,,1127,Kansas,,Modesto,,,,USA,,,
51,38.359744,-105.076245,,505,New York,,Jackson,,,,USA,,,
52,39.709197,-105.195365,,7167,Alaska,,Denver,,,,USA,,,
53,39.742515,-97.104812,,1606,Utah,,Golden,,,,USA,,,
54,32.706416,-117.864407,,511,Arkansas,,Arlington,,,,USA,,,
55,33.874422,-115.137299,,337,Georgia,,Placentia,,,,USA,,,
56,36.106564,-118.151008,,4570,Maryland,,Las Vegas,,,,USA,,,
57,34.13579,-118.15026,,1,California,,Pasadena,,,,USA,,,
58,34.13579,-122.39475,,1,California,,Pasadena,,,,USA,,,
59,37.764091,-118.59942,,199,Mississippi,,San Francisco,,,,USA,,,
60,34.212451,-118.156237,,7822,Alabama,,Canoga Park,,,,USA,,,
61,34.145746,-118.145832,,225,Colorado,,Pasadena,,,,USA,,,
62,34.14582,-115.750684,,225,Colorado,,Pasadena,,,,USA,,,
63,40.843964,-121.333303,,1785,Idaho,,Elko,,,,USA,,,
64,37.972485,-116.933022,,3404,Delaware,,Stockton,,,,USA,,,
65,33.747725,-74.53405,,3660,Florida East,,Hemet,,,,USA,,,
66,40.72512,-76.69516,,1,Verizon Way,,Basking Ridge,,,,USA,,,
67,39.33866,-85.973218,,6315,Millford,,Baltimore,,,,USA,,,
68,39.947413,-118.260357,,10810,Cody Lane,,Fishers,,,,USA,,,
69,34.048874,-78.025548,,735,S Figueroa St,,,,CA,,USA,,,
70,34.22231,-112.047842,,1030,Collete St,,,,NC,,USA,,,
71,33.523756,-89.968775,,1582,E Bethany Home Road,,,,AZ,,USA,,,
72,38.521903,-117.3998,,435,N Michigan Ave,,,,IL,,USA,,,
73,47.676257,-88.552291,,2034,N Dakota,,,,WA,,USA,,,
74,39.125822,-87.624093,,905,West Virginia,,,,IL,,USA,,,
75,41.890209,-117.3998,,435,N Michigan,,,,IL,,USA,,,
76,47.676257,-105.088349,,2034,Dakota,,,,WA,,USA,,,
77,40.37725,-83.416349,,1550,California,,,,CO,,USA,,,
78,30.478211,-121.69838,,863,Washington,,,,FL,,USA,,,
79,37.93069,-81.536758,,691,Indiana,,,,CA,,USA,,,
80,39.288217,-99.413978,,1206,W Virginia Ave,,,,WV,,USA,,,
81,37.918993,-120.71717,,939,Massachusetts,,,,KS,,USA,,,
82,35.32025,-120.766162,,1127,Kansas,,,,CA,,USA,,,
83,38.359744,-105.076245,,505,New York Ranch,,,,CA,,USA,,,
84,39.709197,-105.195365,,7167,Alaska,,,,CO,,USA,,,
85,39.742515,-95.968486,,1606,Utah,,,,CO,,USA,,,
86,29.607895,-117.864407,,511,Arkansas,,,,TX,,USA,,,
87,33.874422,-115.137299,,337,Georgia,,,,CA,,USA,,,
88,36.106564,-122.339504,,4570,Maryland,,,,NV,,USA,,,
89,37.577116,-122.256493,,1,California,,,,CA,,USA,,,
90,38.114981,-118.59942,,199,Mississippi,,,,CA,,USA,,,
91,34.212451,-122.031845,,7822,Alabama,,,,CA,,USA,,,
92,38.255546,-115.750684,,225,Colorado,,,,CA,,USA,,,
93,40.843964,-122.203437,,1785,Idaho,,,,NV,,USA,,,
94,37.793215,-117.010646,,3404,Delaware,,,,CA,,USA,,,
95,33.746915,-73.996539,,3660,Florida,,,,CA,,USA,,,
96,40.73199,-74.53405,,1,5th,,,,,10003,USA,,,
97,40.72512,-89.969435,,1,Verizon Way,,,,,7920,USA,,,
98,38.58835,-122.057678,,932,Caledonia Ct,,,,,62208,USA,,,
99,37.92891,-87.624093,,2999,oak rd,,,,,94597,USA,,,
100,41.890209,-117.3998,,435,N Michigan Ave,,,,,60611,USA,,,
101,47.676257,-89.60681,,2034,N Dakota,,,,,99207,USA,,,
102,40.718663,-87.624093,,905,West Virginia,,,,,61604,USA,,,
103,41.890209,-117.3998,,435,N Michigan,,,,,60611,USA,,,
104,47.676257,-89.60681,,2034,Dakota,,,,,99207,USA,,,
105,40.718663,-104.992749,,905,Virginia,,,,,61604,USA,,,
106,39.744727,-80.133093,,1550,California,,,,,80202,USA,,,
107,25.779134,-121.700491,,863,Washington,,,,,33139,USA,,,
108,39.364844,-81.739571,,691,Indiana,,,,,95948,USA,,,
109,38.357329,-95.235924,,1206,W Virginia Ave,,,,,25064,USA,,,
110,38.96678,-121.025476,,939,Massachusetts,,,,,66044,USA,,,
111,37.646,-120.766162,,1127,Kansas,,,,,95351,USA,,,
112,38.359744,-105.076245,,505,New York,,,,,95642,USA,,,
113,39.709197,-105.195365,,7167,Alaska,,,,,80226,USA,,,
114,39.742515,-97.112748,,1606,Utah,,,,,80401,USA,,,
115,32.706067,-117.864407,,511,Arkansas,,,,,76010,USA,,,
116,33.874422,-115.137299,,337,Georgia,,,,,92870,USA,,,
117,36.106564,-118.15026,,4570,Maryland,,,,,89119,USA,,,
118,34.13579,-122.39475,,1,California,,,,,91105,USA,,,
119,37.764091,-118.59942,,199,Mississippi,,,,,94107,USA,,,
120,34.212451,-118.145832,,7822,Alabama,,,,,91304,USA,,,
121,34.14582,-115.750684,,225,Colorado,,,,,91101,USA,,,
122,40.843964,-121.333303,,1785,Idaho,,,,,89801,USA,,,
123,37.972485,-116.933022,,3404,Delaware,,,,,95204,USA,,,
124,33.747725,-87.624168,,3660,Florida,,,,,92544,USA,,,
125,41.876607,-117.3998,,435,Michigain,,Chicago,,,60611,USA,,,
126,47.676257,-89.60681,,2034,N Dakota,,Spokane,,,99207,USA,,,
127,40.718663,-87.624093,,905,West Virginia,,Peoria,,,61604,USA,,,
128,41.890209,-117.3998,,435,N Michigan,,Chicago,,,60611,USA,,,
129,47.676257,-89.60681,,2034,Dakota,,Spokane,,,99207,USA,,,
130,40.718663,-104.992749,,905,Virginia,,Peoria,,,61604,USA,,,
131,39.744727,-80.133093,,1550,California,,Denver,,,80202,USA,,,
132,25.779134,-121.700491,,863,Washington,,Miami Beach,,,33139,USA,,,
133,39.364844,-81.739571,,691,Indiana,,Gridley,,,95948,USA,,,
134,38.357329,-95.235924,,1206,W Virginia Ave,,Dunbar,,,25064,USA,,,
135,38.96678,-121.025476,,939,Massachusetts,,Lawrence,,,66044,USA,,,
136,37.646,-120.766162,,1127,Kansas,,Modesto,,,95351,USA,,,
137,38.359744,-120.766162,,505,New York,,Jackson,,,95642,USA,,,
138,38.359744,-105.076245,,505,New York Ranch,,Jackson,,,95642,USA,,,
139,39.709197,-105.195365,,7167,Alaska,,Denver,,,80226,USA,,,
140,39.742515,-105.19449,,1606,Utah,,Golden,,,80401,USA,,,
141,39.742468,-97.104812,,1606,Utah,,Golden,,,80401,USA,,,
142,32.706416,-117.864407,,511,Arkansas,,Arlington,,,76010,USA,,,
143,33.874422,-115.137299,,337,Georgia,,Placentia,,,92870,USA,,,
144,36.106564,-118.151008,,4570,Maryland,,Las Vegas,,,89119,USA,,,
145,34.13579,-118.15026,,1,California,,Pasadena,,,91105,USA,,,
146,34.13579,-122.39475,,1,California,,Pasadena,,,91105,USA,,,
147,37.764091,-118.59942,,199,Mississippi,,San Francisco,,,94107,USA,,,
148,34.212451,-118.145832,,7822,Alabama,,Canoga Park,,,91304,USA,,,
149,34.14582,-115.750684,,225,Colorado,,Pasadena,,,91101,USA,,,
150,40.843964,-121.333303,,1785,Idaho,,Elko,,,89801,USA,,,
151,37.972485,-116.933022,,3404,Delaware,,Stockton,,,95204,USA,,,
152,33.747725,-82.816241,,3660,Florida,,East Hemet,,,92544,USA,,,
153,34.689471,-74.622033,,114,Pressly dr,,Clemson,,,29631,USA,,,
154,40.758055,-74.53405,,2,Beach Lane,,Mendham,,,7945,USA,,,
155,40.72512,-87.624093,,1,Verizon Way,,Basking Ridge,,,7920,USA,,,
156,41.890209,-117.3998,,435,N Michigan Ave,,Chicago,,IL,,USA,,,
157,47.676257,-89.60681,,2034,N Dakota,,Spokane,,WA,,USA,,,
158,40.718663,-87.624093,,905,West Virginia,,Peoria,,IL,,USA,,,
159,41.890209,-117.3998,,435,N Michigan,,Chicago,,IL,,USA,,,
160,47.676257,-89.582604,,2034,Dakota,,Spokane,,WA,,USA,,,
161,40.718405,-104.992749,,905,Virginia,,Peoria,,IL,,USA,,,
162,39.744727,-80.133093,,1550,California,,Denver,,CO,,USA,,,
163,25.779134,-121.700491,,863,Washington,,Miami Beach,,FL,,USA,,,
164,39.364844,-81.739571,,691,Indiana,,Gridley,,CA,,USA,,,
165,38.357329,-95.235924,,1206,W Virginia Ave,,Dunbar,,WV,,USA,,,
166,38.96678,-121.025476,,939,Massachusetts,,Lawrence,,KS,,USA,,,
167,37.646,-120.766162,,1127,Kansas,,Modesto,,CA,,USA,,,
168,38.359744,-105.076245,,505,New York,,Jackson,,CA,,USA,,,
169,39.709197,-105.195365,,7167,Alaska,,Denver,,CO,,USA,,,
170,39.742515,-97.104812,,1606,Utah,,Golden,,CO,,USA,,,
171,32.706416,-97.112748,,511,Arkansas,,Arlington,,TX,,USA,,,
172,32.706067,-117.864407,,511,Arkansas,,Arlington,,TX,,USA,,,
173,33.874422,-115.137299,,337,Georgia,,Placentia,,CA,,USA,,,
174,36.106564,-118.151008,,4570,Maryland,,Las Vegas,,NV,,USA,,,
175,34.13579,-118.15026,,1,California,,Pasadena,,CA,,USA,,,
176,34.13579,-122.39475,,1,California,,Pasadena,,CA,,USA,,,
177,37.764091,-118.59942,,199,Mississippi,,San Francisco,,CA,,USA,,,
178,34.212451,-118.156237,,7822,Alabama,,Canoga Park,,CA,,USA,,,
179,34.145746,-115.750684,,225,Colorado,,Pasadena,,CA,,USA,,,
180,40.843964,-121.333303,,1785,Idaho,,Elko,,NV,,USA,,,
181,37.972485,-116.933022,,3404,Delaware,,Stockton,,CA,,USA,,,
182,33.747725,-74.53405,,3660,Florida East,,Hemet,,CA,,USA,,,
183,40.72512,-121.425949,,1,Verizon Way,,Basking Ridge,,NJ,,USA,,,
184,38.599146,-117.193312,,1739,Ardin Way,,Sacramento,,CA,,USA,,,
185,33.133437,-77.035685,,1180,West San Marcos,,San Marcos,,CA,,USA,,,
186,38.898728,-117.729594,,1600,Pennsylvania Ave NW,,Washington,,DC,,USA,,,
187,33.559648,-121.834664,,6,Liberty,,Aliso Viejo,,CA,,USA,,,
188,39.726772,-87.624093,,800,S Well St,,Chicago,,IL,,USA,,,
189,41.890209,-117.3998,,435,N Michigan Ave,,Chicago,,IL,60611,USA,,,
190,47.676257,-89.60681,,2034,N Dakota,,Spokane,,WA,99207,USA,,,
191,40.718663,-87.624093,,905,West Virginia,,Peoria,,IL,61604,USA,,,
192,41.890209,-117.3998,,435,N Michigan,,Chicago,,IL,60611,USA,,,
193,47.676257,-89.60681,,2034,Dakota,,Spokane,,WA,99207,USA,,,
194,40.718663,-104.992749,,905,Virginia,,Peoria,,IL,61604,USA,,,
195,39.744727,-80.133093,,1550,California,,Denver,,CO,80202,USA,,,
196,25.779134,-121.700491,,863,Washington,,Miami Beach,,FL,33139,USA,,,
197,39.364844,-81.739571,,691,Indiana,,Gridley,,CA,95948,USA,,,
198,38.357329,-95.235924,,1206,W Virginia Ave,,Dunbar,,WV,25064,USA,,,
199,38.96678,-121.025476,,939,Massachusetts,,Lawrence,,KS,66044,USA,,,
200,37.646,-120.766162,,1127,Kansas,,Modesto,,CA,95351,USA,,,
201,38.359744,-120.766162,,505,New York,,Jackson,,CA,95642,USA,,,
202,38.359744,-105.076245,,505,New York Ranch,,Jackson,,CA,95642,USA,,,
203,39.709197,-105.195365,,7167,Alaska,,Denver,,CO,80226,USA,,,
204,39.742515,-105.19449,,1606,Utah,,Golden,,CO,80401,USA,,,
205,39.742468,-97.104812,,1606,Utah,,Golden,,CO,80401,USA,,,
206,32.706416,-97.112748,,511,Arkansas,,Arlington,,TX,76010,USA,,,
207,32.706067,-117.864407,,511,Arkansas,,Arlington,,TX,76010,USA,,,
208,33.874422,-115.137299,,337,Georgia,,Placentia,,CA,92870,USA,,,
209,36.106564,-118.151008,,4570,Maryland,,Las Vegas,,NV,89119,USA,,,
210,34.13579,-118.15026,,1,California,,Pasadena,,CA,91105,USA,,,
211,34.13579,-122.39475,,1,California,,Pasadena,,CA,91105,USA,,,
212,37.764091,-118.59942,,199,Mississippi,,San Francisco,,CA,94107,USA,,,
213,34.212451,-118.145832,,7822,Alabama,,Canoga Park,,CA,91304,USA,,,
214,34.14582,-115.750684,,225,Colorado,,Pasadena,,CA,91101,USA,,,
215,40.843964,-121.333303,,1785,Idaho,,Elko,,NV,89801,USA,,,
216,37.972485,-116.933022,,3404,Delaware,,Stockton,,CA,95204,USA,,,
217,33.747725,-117.010646,,3660,Florida,,East Hemet,,CA,92544,USA,,,
218,,,,,Heathridge Ct SE,,Smyrna,,,,USA,,,
219,,,,,W Magee Rd,,Tucson,,,,USA,,,
220,,,,,E Broad St,,Elizabeth,,,,USA,,,
221,,,,,Hart Plz,,Detroit,,,,USA,,,
222,,,,,Royal Ln,,Dallas,,,,USA,,,
223,,,,,Lincoln Dr,,Kenilworth,,,,USA,,,
224,,,,,Pride St,,Honeoye Falls,,,,USA,,,
225,,,,,Briarwood Dr,,Fredericksburg,,,,USA,,,
226,,,,,NE 4th Ave,,Canby,,,,USA,,,
227,,,,,Grove Ave,,West Chicago,,,,USA,,,
228,,,,,Cline Falls Rd,,Redmond,,,,USA,,,
229,,,,,Kayview Dr,,Austin,,,,USA,,,
230,,,,,Rolling Hills Dr,,Killeen,,,,USA,,,
231,,,,,Walnut St,,Arlington,,,,USA,,,
232,,,,,Dick Rd,,Butler,,,,USA,,,
233,,,,,Chatham Way,,Lynnfield,,,,USA,,,
234,,,,,Metacom Ave,,Bristol,,,,USA,,,
235,,,,,Brownstone Rd,,Oakley,,,,USA,,,
236,,,,,Cedar St,,New Rochelle,,,,USA,,,
237,,,,,East League City Parkway,,"League City	",,,,USA,,,
238,,,,,N Oak Ave,,Henrico,,,,USA,,,
239,,,,,E Smith St,,Timmonsville,,,,USA,,,
240,,,,,Mifflin St,,Souderton,,,,USA,,,
241,,,,,Castle St,,Plymouth,,,,USA,,,
242,,,,,Hogans Valley Way,,Cary,,,,USA,,,
243,,,,,Alameda Ave,,Tornillo,,,,USA,,,
244,,,,,Mcdonald Rd,,Healdsburg,,CA,,USA,,,
245,,,,,Olympia Ave,,Beltsville,,MD,,USA,,,
246,,,,,Enterprise Rd,,Bowie,,MD,,USA,,,
247,,,,,Emerald Downs St,,Corona,,CA,,USA,,,
248,,,,,N Green Gulch Ct,,Tucson,,AZ,,USA,,,
249,,,,,N Main St,,Corona,,CA,,USA,,,
250,,,,,W Bow St,,Thorntown,,IN,,USA,,,
251,,,,,NE 4th Ave,,Canby,,OR,,USA,,,
252,,,,,Linden St,,Chelmsford,,MA,,USA,,,
253,,,,,Bent Oak Dr,,Port Richey,,FL,,USA,,,
254,,,,,Gardenia Way,,Fontana,,CA,,USA,,,
255,,,,,Roy Ln,,Huntingdon Valley,,PA,,USA,,,
256,,,,,N Ocean Dr,,Hollywood,,FL,,USA,,,
257,,,,,Blackberry Hl,,Nashville,,TN,,USA,,,
258,,,,,N Federal Hwy,,Fort Lauderdale,,FL,,USA,,,
259,,,,,Diesinger Dr,,Schwenksville,,PA,,USA,,,
260,,,,,E 161st St,,Bronx,,NY,,USA,,,
261,,,,,Parkside Main,,Greensboro,,GA,,USA,,,
262,,,,,N 1st Ave,,Mulvane,,KS,,USA,,,
263,,,,,Purple Tiger Dr,,Watertown,,TN,,USA,,,
264,,,,,Bellflower Blvd,,Bellflower,,CA,,USA,,,
265,,,,,NE 4th Ave,,Canby,,OR,,USA,,,
266,,,,,15th Ave,,Moline,,IL,,USA,,,
267,,,,,M St NW,,Washington,,DC,,USA,,,
268,,,,,Cambridge Rd,,Shingle Springs,,CA,,USA,,,
269,,,,,Washington St,,Carriere,,MS,,USA,,,
270,,,,,Glendale Dr,,West Warwick,,RI,,USA,,,
271,,,,,W Chenango Dr,,,,CO,,USA,,,
272,,,,,Pearl St,,,,MA,,USA,,,
273,,,,,Prosperity Dr,,,,IN,,USA,,,
274,,,,,S White St,,,,NC,,USA,,,
275,,,,,Bell St,,,,TX,,USA,,,
276,,,,,Disney Cir,,,,FL,,USA,,,
277,,,,,Lillie St,,,,IN,,USA,,,
278,,,,,Cong W L Dickinson Dr,,,,AL,,USA,,,
279,,,,,S William St,,,,NY,,USA,,,
280,,,,,11th Ave,,,,MD,,USA,,,
281,,,,,Division St,,,,LA,,USA,,,
282,,,,,N Chatham Rd,,,,PA,,USA,,,
283,,,,,Newell Ave,,,,CA,,USA,,,
284,,,,,Calico Dr,,,,MO,,USA,,,
285,,,,,Perry Hwy,,,,PA,,USA,,,
286,,,,,River Pl,,,,KS,,USA,,,
287,,,,,Clear Lake Rd,,,,OR,,USA,,,
288,,,,,W Lincoln Ave,,,,CA,,USA,,,
289,,,,,Oak Ridge Dr,,,,IL,,USA,,,
290,,,,,Mario Dr,,,,NM,,USA,,,
291,,,,,Montpelier Rd,,,,MD,,USA,,,
292,,,,,Hill St,,,,AL,,USA,,,
293,,,,,NE 4th Ave,,,,OR,,USA,,,
294,,,,,Northern Ave,,,,MA,,USA,,,
295,,,,,Sam Rittenberg Blvd,,,,SC,,USA,,,
296,,,,,Macarthur Rd,,,,NY,,USA,,,
297,,,,,Farmington Ave,,,,CT,,USA,,,
298,,,,,Staunton Dr,,,,PA,,USA,,,
299,29.980605,-92.115453,,1903,Veterans Memorial ,,Abbeville,,,70510,USA,,,
300,33.77876,-84.34561,,,Virginia  NE,,,,GA,30306,USA,,,
301,39.24213,-83.791267,,203,Broadway  S,,Lynchburg,,OH,,USA,,,
302,39.632271,-104.985817,,4643,S Sherman ,,Englewood,,,80113,USA,,,
303,39.90984,-85.99644,,,Seekonk ,,,,IN,46256,USA,,,
304,29.74382,-95.387787,,510,Lovett ,,Houston,,TX,,USA,,,
305,32.771239,-117.247004,,998,W Mission Bay ,,San Diego,,,92109,USA,,,
306,44.666431,-93.330406,,19500,Towering Oaks ,,,,MN,55372,USA,,,
307,38.629372,-121.487022,,3389,Zenobia ,,Sacramento,,CA,,USA,,,
308,40.051079,-83.034958,,4450,Lummisford  E,,,,OH,43214,USA,,,
309,33.30218,-86.92972,,2805,Aster Lake ,,Bessemer,,,35022,USA,,,
310,33.83387,-117.915586,,205,W Center  Prom,,Anaheim,,CA,,USA,,,
311,,,,250,Northern Avenu,,Boston,,MA,2210,USA,,,
312,,,,1845,Sam Rittenberg Boulvard ,,Charleston,,SC,29407,USA,,,
313,,,,,Witham Lan,,Woodridge,,IL,60517,USA,,,
314,,,,,Dillon Crt,,Flower Mound,,TX,,USA,,,
315,,,,8202,Chestreton Lane,,North Royalton,,oh,,USA,,,
316,,,,800,S Well St,,Chicago,,IL,,USA,,,
317,,,,275,Baket Street NW,,Atlanta,,Georgia,,USA,,,
318,,,,946,gramery dr,,hollywood,,,90019,USA,,,
319,,,,1800,Chesnut Street,,Lebanon,,PA,17042,USA,,,
320,,,,800,S Well St,,Chicago,,IL,,USA,,,
321,,,,6,heathet ct,,,,,7922,USA,,,
322,,,,987,Hacock Ave,,,,,90069,USA,,,
323,,,,7400,richie hwy,,Glen Burnie,,MD,21061,USA,,,
324,,,,3,corpotate dr,,shelton,,ct,,USA,,,
325,,,,,Grandmonst st,,Roseville,,mi,,USA,,,
326,,,,,Malcolm X Blvd,,New York,,NY,10026,USA,,,
327,,,,,Lenox Ave,,New York,,NY,,USA,,,
328,,,,422, Marine Way E ,, Kodiak,,AK,99615,USA,,,
329,,,,422, E Marine Way,, Kodiak,,AK,99615,USA,,,
330,,,,621,Constitution Ave NW,,Washington,,,20004,USA,,,
331,,,,621,US-1,,Washington,,,20004,USA,,,
332,,,,621,US-50,,Washington,,,20004,USA,,,
333,,,,1502,Pennsylvania Ave Rear SE,,Washington,,,20003,USA,,,
334,,,,1502,Freedon Way SE,,Washington,,,20024,USA,,,
335,,,,,I-295 S,,Washington,,,20024,USA,,,
336,,,,,I-695 S,,Washington,,,20024,USA,,,
337,,,,,Southeast Fwy,,Washington,,,20003,USA,,,
338,,,,,Frederick Douglass Memorial Brg,,Washington,,,20003,USA,,,
339,,,,,S Capitol St SE,,Washington,,,20003,USA,,,
340,,,,,N Columbia Dr,,Sioux Falls,,SD,57103,USA,,,
341,,,,,North Columbia Dr,,,,SD,57103,USA,,,
342,,,,,Columbia Dr,,Sioux Falls,,SD,57103,USA,,,
343,,,,,W 159th St,,Markham,,IL,60428,USA,,,
344,,,,,West 159th St,,Markham,,,,USA,,,
345,,,,,159th St,,Markham,,IL,60428,USA,,,
346,,,,,E 146th St,,,,IN,46060,USA,,,
347,,,,,East 146th St,,,,,46060,USA,,,
348,,,,,146th St,,,,IN,46060,USA,,,
349,,,,218,S 16th St,,Philadelphia,,PA,19102,USA,,,
350,,,,218,South 16th St,,Philadelphia,,PA,19102,USA,,,
351,,,,218,16th St,,Philadelphia,,PA,19102,USA,,,
352,,,,9808,44th Ave NW,,Gig Harbor,,WA,98332,USA,,,
353,,,,9808,44th Ave NorthWest,,Gig Harbor,,WA,98332,USA,,,
354,,,,9808,44th Ave ,,Gig Harbor,,WA,98332,USA,,,
355,,,,,NE Court,,Minneapolis,,MN,55425,USA,,,
356,,,,,NorthEast Court,,Minneapolis,,MN,55425,USA,,,
357,,,,,Court,,Minneapolis,,MN,55425,USA,,,
358,,,,,SE Evelyn St,,Clackamas,,OR,97015,USA,,,
359,,,,,SouthEast Evelyn St,,Clackamas,,OR,97015,USA,,,
360,,,,,Evelyn St,,Clackamas,,OR,97015,USA,,,
361,,,,10210,SW Ruth Rd,,Culver,,OR,97734,USA,,,
362,,,,10210,SouthWest  Ruth Rd,,Culver,,OR,97734,USA,,,
363,,,,10210,Ruth Rd,,Culver,,OR,97734,USA,,,
364,36.32789,-119.6397,,,CHINA ALY,,HANFORD,,CA,93230,USA,,,
365,36.32789,-119.6397,,,CHINA ALLEE,,HANFORD,,CA,93230,USA,,,
366,36.32789,-119.6397,,,CHINA ALLY,,HANFORD,,CA,93230,USA,,,
367,36.32789,-119.6397,,,CHINA ALLEY,,HANFORD,,CA,93230,USA,,,
368,31.90713,-90.99557,,,GORDON STATION ANX,,PORT GIBSON,,MS,39150,USA,,,
369,31.90713,-90.99557,,,GORDON STATION ANEX,,PORT GIBSON,,MS,39150,USA,,,
370,31.90713,-90.99557,,,GORDON STATION ANNEX,,PORT GIBSON,,MS,39150,USA,,,
371,31.90713,-90.99557,,,GORDON STATION ANNX,,PORT GIBSON,,MS,39150,USA,,,
372,36.21437,-116.02165,,,CANDLE STICK AV,,PAHRUMP,,NV,89048,USA,,,
373,36.21437,-116.02165,,,CANDLE STICK AVE,,PAHRUMP,,NV,89048,USA,,,
374,36.21437,-116.02165,,,CANDLE STICK AVEN,,PAHRUMP,,NV,89048,USA,,,
375,36.21437,-116.02165,,,CANDLE STICK AVENU,,PAHRUMP,,NV,89048,USA,,,
376,36.21437,-116.02165,,,CANDLE STICK AVENUE,,PAHRUMP,,NV,89048,USA,,,
377,36.21437,-116.02165,,,CANDLE STICK AVN,,PAHRUMP,,NV,89048,USA,,,
378,36.21437,-116.02165,,,CANDLE STICK AVNUE,,PAHRUMP,,NV,89048,USA,,,
379,45.74074,-91.92387,,,LAKESIDE BCH,,SHELL LAKE,,WI,54871,USA,,,
380,45.74074,-91.92387,,,LAKESIDE BEACH,,SHELL LAKE,,WI,54871,USA,,,
381,30.10098,-95.39414,,,SPRING TRAILS BND,,SPRING,,TX,77386,USA,,,
382,30.10098,-95.39414,,,SPRING TRAILS BEND,,SPRING,,TX,77386,USA,,,
383,32.39519,-80.62672,,,CHOWAN CREEK BLF,,LADYS ISLAND,,SC,29907,USA,,,
384,32.39519,-80.62672,,,CHOWAN CREEK BLUF,,LADYS ISLAND,,SC,29907,USA,,,
385,32.39519,-80.62672,,,CHOWAN CREEK BLUFF,,LADYS ISLAND,,SC,29907,USA,,,
386,37.2778,-82.38271,,,GIBSON BTM,,ELKHORN CITY,,KY,41522,USA,,,
387,37.2778,-82.38271,,,GIBSON BOT,,ELKHORN CITY,,KY,41522,USA,,,
388,37.2778,-82.38271,,,GIBSON BOTTM,,ELKHORN CITY,,KY,41522,USA,,,
